Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Owner_Count,Price
BMW,5 Series,2015,4.0,Hybrid,Manual,273881,1,8122
Volkswagen,Passat,2010,4.8,Diesel,Automatic,47000,4,12460
Chevrolet,Equinox,2022,3.0,Hybrid,Manual,163626,3,11427
Kia,Optima,2022,1.7,Petrol,Semi-Automatic,95607,1,10487
Toyota,Corolla,2012,1.1,Petrol,Automatic,97308,5,8353
Hyundai,Elantra,2007,2.6,Hybrid,Automatic,147570,1,8348
BMW,3 Series,2020,2.5,Hybrid,Automatic,170703,4,11685
Hyundai,Elantra,2014,3.3,Electric,Semi-Automatic,20257,4,13194
Mercedes,E-Class,2020,5.0,Petrol,Manual,76117,1,13577
Ford,Focus,2018,1.7,Petrol,Automatic,58300,4,11534
Volkswagen,Passat,2012,3.4,Petrol,Automatic,30947,3,11981
Audi,A3,2008,3.8,Diesel,Automatic,20733,1,11385
Toyota,Camry,2009,4.3,Hybrid,Automatic,159168,5,10416
Hyundai,Tucson,2021,3.3,Electric,Manual,14806,4,15403
Ford,Fiesta,2008,4.6,Hybrid,Manual,57674,4,10946
Kia,Rio,2001,4.3,Electric,Manual,235657,3,5986
Honda,Accord,2005,2.8,Diesel,Automatic,256054,2,4778
Honda,Accord,2015,4.8,Petrol,Automatic,250739,3,9885
Toyota,Corolla,2000,1.9,Petrol,Automatic,192250,4,3655
Kia,Rio,2000,1.4,Petrol,Semi-Automatic,57267,5,4354
Audi,A3,2017,3.8,Electric,Automatic,49554,5,15508
Volkswagen,Tiguan,2017,5.0,Electric,Manual,292452,4,10350
Kia,Rio,2013,4.0,Petrol,Automatic,17685,5,13146
Audi,Q5,2002,3.5,Diesel,Manual,112872,1,5942
Hyundai,Sonata,2002,4.7,Petrol,Semi-Automatic,74979,2,7900
Ford,Fiesta,2002,3.8,Electric,Automatic,260780,5,6784
Toyota,RAV4,2018,3.0,Petrol,Manual,204064,3,8418
Kia,Rio,2003,1.1,Diesel,Semi-Automatic,168932,4,2721
Toyota,RAV4,2017,3.9,Hybrid,Semi-Automatic,43388,3,13232
Volkswagen,Golf,2014,3.0,Petrol,Automatic,93821,3,10923
BMW,X5,2011,2.6,Electric,Automatic,269345,5,8113
Mercedes,E-Class,2013,3.0,Diesel,Manual,245000,5,6100
Ford,Focus,2007,2.1,Hybrid,Automatic,176425,3,7271
Volkswagen,Passat,2015,3.8,Petrol,Semi-Automatic,94430,5,10511
Hyundai,Tucson,2012,1.0,Petrol,Manual,271967,3,3260
Chevrolet,Malibu,2017,3.6,Hybrid,Automatic,51803,4,14263
Ford,Fiesta,2021,4.8,Petrol,Semi-Automatic,223384,4,10732
Hyundai,Sonata,2004,3.6,Diesel,Semi-Automatic,294410,4,3011
BMW,X5,2000,1.2,Diesel,Semi-Automatic,55144,4,4197
Mercedes,E-Class,2010,1.2,Hybrid,Semi-Automatic,123384,5,6832
Chevrolet,Impala,2006,1.0,Petrol,Automatic,292875,3,2542
Mercedes,C-Class,2015,3.9,Petrol,Automatic,89148,1,12217
Toyota,RAV4,2004,2.8,Petrol,Manual,133781,1,5424
Hyundai,Elantra,2012,2.0,Diesel,Semi-Automatic,60840,2,8483
Toyota,Corolla,2006,3.8,Electric,Manual,175532,5,8189
Audi,A3,2013,2.6,Diesel,Automatic,30790,2,11484
Toyota,RAV4,2002,3.2,Hybrid,Automatic,281791,1,4764
Hyundai,Tucson,2009,2.4,Diesel,Automatic,69120,4,9317
Ford,Focus,2015,3.6,Diesel,Manual,61778,2,10964
Audi,A3,2007,2.2,Hybrid,Automatic,105028,2,8799
Chevrolet,Equinox,2020,2.4,Petrol,Manual,194984,3,8600
Volkswagen,Golf,2007,1.4,Hybrid,Manual,247895,4,3642
Mercedes,E-Class,2015,1.5,Hybrid,Automatic,31787,4,11964
Volkswagen,Golf,2016,3.4,Diesel,Semi-Automatic,135013,1,9599
Hyundai,Sonata,2022,1.5,Diesel,Semi-Automatic,107093,5,10058
Mercedes,E-Class,2013,4.0,Hybrid,Manual,54259,1,11914
Kia,Rio,2023,4.9,Hybrid,Manual,247470,1,11950
Kia,Optima,2021,2.2,Hybrid,Automatic,54120,3,14017
Volkswagen,Tiguan,2011,2.5,Diesel,Semi-Automatic,113625,5,7627
Toyota,Corolla,2021,2.3,Petrol,Semi-Automatic,235502,4,7989
Kia,Sportage,2017,3.6,Hybrid,Automatic,74760,5,13804
Ford,Fiesta,2003,2.7,Electric,Semi-Automatic,60456,4,8490
Toyota,Corolla,2023,2.6,Hybrid,Manual,224245,4,10115
Chevrolet,Malibu,2000,2.2,Diesel,Semi-Automatic,174830,3,2803
Audi,A3,2013,4.5,Diesel,Manual,20401,2,12091
Ford,Explorer,2002,4.0,Diesel,Semi-Automatic,173939,5,5221
BMW,X5,2008,2.3,Hybrid,Manual,20373,2,9392
Volkswagen,Passat,2015,1.8,Hybrid,Manual,95211,3,9495
Honda,Civic,2018,4.3,Hybrid,Automatic,18535,5,15929
BMW,X5,2008,4.9,Hybrid,Semi-Automatic,43125,1,11537
Volkswagen,Golf,2011,3.8,Petrol,Semi-Automatic,132783,3,8544
BMW,3 Series,2011,3.8,Diesel,Automatic,230321,1,8093
Chevrolet,Impala,2011,3.7,Diesel,Semi-Automatic,16043,4,10779
Audi,Q5,2006,2.6,Electric,Automatic,238457,5,7230
Volkswagen,Golf,2007,4.2,Diesel,Automatic,86876,3,10162
Kia,Rio,2004,1.6,Diesel,Automatic,136217,1,5675
Audi,A4,2005,4.1,Petrol,Automatic,71579,2,9768
Chevrolet,Impala,2011,1.3,Diesel,Manual,52797,2,7644
Volkswagen,Golf,2001,4.4,Electric,Semi-Automatic,69825,5,9403
Hyundai,Tucson,2021,4.4,Hybrid,Semi-Automatic,24969,5,15300
Honda,CR-V,2022,4.6,Hybrid,Manual,65449,3,14991
Toyota,Camry,2011,1.9,Diesel,Semi-Automatic,63287,5,8034
Ford,Explorer,2014,1.1,Electric,Manual,142133,2,8557
Audi,A3,2022,1.9,Diesel,Manual,166461,4,9270
Audi,A3,2006,2.0,Diesel,Manual,229663,2,3306
Hyundai,Sonata,2023,3.0,Electric,Automatic,262113,1,12257
Honda,CR-V,2022,1.2,Hybrid,Automatic,112858,2,12142
Audi,Q5,2016,2.3,Electric,Manual,231726,3,8565
Kia,Sportage,2016,3.6,Diesel,Semi-Automatic,164494,2,9210
Mercedes,C-Class,2021,4.9,Petrol,Manual,273394,5,9832
Toyota,Camry,2001,3.7,Hybrid,Automatic,213223,1,6335
Kia,Optima,2022,2.6,Diesel,Automatic,157417,4,11651
Audi,Q5,2010,4.1,Diesel,Semi-Automatic,148960,1,8220
Chevrolet,Impala,2006,3.9,Hybrid,Automatic,13653,2,12026
Chevrolet,Malibu,2021,4.6,Electric,Automatic,59420,3,17311
Hyundai,Elantra,2000,3.6,Electric,Automatic,57404,1,10051
Volkswagen,Golf,2004,2.8,Diesel,Manual,113910,4,5821
Volkswagen,Passat,2020,3.6,Petrol,Semi-Automatic,61596,1,12468
Toyota,Camry,2007,4.2,Petrol,Semi-Automatic,134335,5,7713
Audi,Q5,2006,2.2,Petrol,Manual,189950,4,4301
Honda,CR-V,2007,3.3,Diesel,Manual,208574,3,5328
Kia,Sportage,2011,3.3,Petrol,Manual,145791,4,7784
Mercedes,GLA,2012,3.1,Diesel,Manual,170691,3,7386
BMW,3 Series,2011,3.9,Diesel,Automatic,108946,5,10621
Honda,Accord,2013,4.5,Diesel,Manual,192153,4,8656
Mercedes,C-Class,2017,4.1,Petrol,Automatic,161441,3,11571
Mercedes,C-Class,2023,5.0,Petrol,Semi-Automatic,146333,1,13073
Ford,Explorer,2002,3.6,Hybrid,Semi-Automatic,39868,5,8502
Chevrolet,Impala,2007,3.5,Diesel,Automatic,37419,4,10451
BMW,X5,2009,1.0,Electric,Automatic,115516,2,8989
Honda,CR-V,2018,4.4,Hybrid,Manual,137569,5,12148
Toyota,Corolla,2011,2.0,Hybrid,Semi-Automatic,159763,1,7204
Mercedes,GLA,2001,2.1,Petrol,Automatic,3660,5,7926
Audi,A4,2002,1.6,Diesel,Automatic,157963,3,4640
Audi,A4,2010,4.7,Hybrid,Manual,135927,3,10081
Hyundai,Elantra,2015,2.9,Petrol,Semi-Automatic,109966,5,9300
Ford,Focus,2001,3.0,Hybrid,Manual,225876,2,3882
Mercedes,E-Class,2014,3.5,Electric,Automatic,127296,2,12754
Kia,Sportage,2020,1.7,Petrol,Automatic,142997,2,10440
Audi,Q5,2000,2.2,Hybrid,Semi-Automatic,239896,3,2502
Toyota,Camry,2011,5.0,Diesel,Automatic,234330,4,9213
Audi,Q5,2007,4.3,Hybrid,Automatic,97271,1,11054
Honda,Accord,2020,4.6,Electric,Manual,153639,3,13627
Volkswagen,Tiguan,2018,3.0,Diesel,Manual,45542,2,11589
Volkswagen,Tiguan,2011,3.1,Petrol,Manual,285178,3,4796
Audi,Q5,2009,1.3,Diesel,Manual,218099,4,3738
Toyota,Camry,2012,2.1,Diesel,Manual,216885,1,5462
BMW,5 Series,2007,4.3,Hybrid,Automatic,255700,1,7886
Volkswagen,Passat,2011,3.8,Electric,Semi-Automatic,14501,5,12909
Honda,Civic,2006,3.7,Diesel,Automatic,245945,4,6181
Mercedes,GLA,2007,4.2,Diesel,Automatic,93955,2,10020
Kia,Optima,2012,3.9,Diesel,Automatic,109956,5,10900
Chevrolet,Equinox,2020,3.8,Hybrid,Automatic,269598,5,11008
Audi,A4,2012,1.9,Electric,Manual,45262,5,10694
Volkswagen,Passat,2007,3.2,Electric,Manual,198453,1,7430
Volkswagen,Passat,2017,2.4,Hybrid,Automatic,137364,2,11352
Audi,Q5,2001,2.3,Petrol,Semi-Automatic,34035,3,6019
Honda,Civic,2005,1.6,Electric,Automatic,138872,4,7922
Audi,A3,2020,3.0,Diesel,Manual,199431,4,9111
Volkswagen,Passat,2021,3.8,Diesel,Manual,248446,3,9231
Mercedes,GLA,2010,2.9,Electric,Automatic,17141,5,13157
Hyundai,Sonata,2009,2.1,Diesel,Manual,258,1,8894
BMW,3 Series,2002,1.1,Hybrid,Semi-Automatic,143151,4,3936
BMW,5 Series,2022,3.2,Diesel,Semi-Automatic,26126,1,13377
Audi,Q5,2011,4.5,Petrol,Automatic,277409,5,7851
Kia,Optima,2015,4.2,Diesel,Semi-Automatic,174612,3,9307
Mercedes,E-Class,2001,4.7,Electric,Manual,247365,3,6152
Hyundai,Elantra,2006,4.4,Petrol,Manual,4533,1,10209
Ford,Explorer,2017,1.5,Hybrid,Manual,185616,1,7987
Mercedes,GLA,2006,1.3,Electric,Manual,35764,2,8484
BMW,3 Series,2004,1.4,Petrol,Manual,96827,2,4763
Kia,Optima,2013,2.2,Diesel,Manual,103277,3,8134
BMW,5 Series,2001,2.5,Diesel,Semi-Automatic,201185,1,2876
Toyota,Camry,2005,3.9,Electric,Manual,36092,4,10778
Hyundai,Sonata,2019,3.0,Petrol,Automatic,64584,3,13008
Audi,Q5,2002,2.0,Petrol,Automatic,270098,3,2798
BMW,X5,2021,3.5,Electric,Automatic,225793,4,12884
Honda,Civic,2012,1.6,Petrol,Automatic,276281,3,5274
Hyundai,Tucson,2021,1.1,Hybrid,Automatic,165941,1,10681
Ford,Focus,2008,4.8,Electric,Manual,190302,1,9493
Audi,Q5,2010,2.1,Hybrid,Automatic,59470,5,10510
Mercedes,GLA,2011,1.9,Electric,Manual,30403,3,10691
Ford,Focus,2005,2.6,Petrol,Automatic,262282,5,4454
Ford,Fiesta,2006,3.7,Diesel,Automatic,56639,1,9967
Ford,Fiesta,2008,5.0,Diesel,Semi-Automatic,291457,4,5670
Hyundai,Sonata,2008,4.2,Diesel,Semi-Automatic,165677,4,7386
Ford,Focus,2006,4.4,Hybrid,Automatic,76550,1,11269
Chevrolet,Malibu,2017,1.2,Petrol,Automatic,192701,4,8045
Hyundai,Tucson,2020,2.0,Petrol,Semi-Automatic,93264,3,10234
Chevrolet,Equinox,2015,2.8,Diesel,Automatic,156778,3,9764
Kia,Optima,2008,3.2,Electric,Semi-Automatic,85397,3,9992
Ford,Fiesta,2023,3.8,Electric,Automatic,216961,4,13960
Kia,Sportage,2000,4.3,Hybrid,Semi-Automatic,190770,3,5584
Mercedes,E-Class,2019,3.5,Diesel,Semi-Automatic,195620,1,9387
Kia,Rio,2010,1.3,Petrol,Semi-Automatic,150265,3,5394
BMW,3 Series,2022,3.0,Diesel,Automatic,292241,1,9355
BMW,X5,2009,2.4,Diesel,Semi-Automatic,267260,4,3854
BMW,5 Series,2020,1.6,Hybrid,Automatic,35830,2,13483
BMW,3 Series,2005,4.0,Diesel,Semi-Automatic,240538,2,4789
Kia,Rio,2019,2.4,Petrol,Manual,294864,2,6302
Chevrolet,Impala,2023,1.7,Diesel,Semi-Automatic,109838,2,10503
Audi,Q5,2003,3.5,Diesel,Semi-Automatic,13919,4,8221
Toyota,RAV4,2016,2.7,Electric,Semi-Automatic,150220,5,10595
Honda,Accord,2007,4.1,Electric,Automatic,210029,2,9599
Ford,Focus,2015,2.4,Electric,Semi-Automatic,14293,3,12714
Kia,Optima,2002,1.0,Diesel,Automatic,62764,5,5944
BMW,X5,2006,4.5,Petrol,Semi-Automatic,54111,5,9317
Hyundai,Sonata,2010,1.5,Petrol,Semi-Automatic,54123,2,7517
Toyota,Corolla,2008,3.7,Hybrid,Semi-Automatic,176021,2,7679
Kia,Optima,2002,4.4,Diesel,Manual,28849,2,8523
Mercedes,C-Class,2012,4.5,Petrol,Semi-Automatic,158137,1,9037
BMW,X5,2006,2.1,Electric,Automatic,134833,4,8803
Chevrolet,Impala,2015,3.8,Hybrid,Automatic,251350,3,9873
Toyota,Camry,2016,4.0,Hybrid,Semi-Automatic,93677,3,12026
Volkswagen,Passat,2019,2.8,Diesel,Semi-Automatic,64595,5,11308
Chevrolet,Impala,2003,4.8,Petrol,Semi-Automatic,43123,4,8937
Chevrolet,Equinox,2007,2.5,Hybrid,Automatic,226193,3,6676
Toyota,Corolla,2019,3.2,Diesel,Automatic,107244,5,12355
Ford,Explorer,2022,4.0,Diesel,Manual,177776,2,11144
Volkswagen,Passat,2011,2.2,Hybrid,Automatic,28192,5,11536
Ford,Explorer,2013,2.1,Hybrid,Semi-Automatic,136973,4,8360
BMW,5 Series,2015,1.9,Hybrid,Semi-Automatic,277207,3,5955
Honda,CR-V,2006,4.3,Diesel,Semi-Automatic,226236,3,5675
Kia,Sportage,2002,2.7,Hybrid,Semi-Automatic,14820,5,8103
Hyundai,Elantra,2018,3.3,Electric,Semi-Automatic,289705,4,9005
Kia,Rio,2007,3.5,Electric,Manual,96531,5,9769
BMW,3 Series,2012,2.5,Diesel,Semi-Automatic,48350,3,9233
Mercedes,E-Class,2013,2.7,Diesel,Semi-Automatic,60631,3,9487
Audi,Q5,2003,2.0,Hybrid,Manual,265161,3,2696
Honda,CR-V,2012,1.6,Petrol,Semi-Automatic,257128,3,4157
BMW,X5,2010,1.9,Electric,Manual,166667,4,7666
Chevrolet,Impala,2019,3.6,Petrol,Manual,220278,1,8994
Hyundai,Tucson,2004,4.9,Hybrid,Automatic,76461,2,11170
Volkswagen,Golf,2019,3.7,Electric,Semi-Automatic,248482,1,10530
Kia,Rio,2004,2.1,Electric,Manual,218620,4,5027
Toyota,Corolla,2020,3.5,Diesel,Manual,181039,4,9979
Ford,Focus,2007,1.5,Diesel,Automatic,88661,3,7426
Mercedes,E-Class,2006,2.8,Petrol,Manual,198463,4,4730
Mercedes,E-Class,2001,3.4,Hybrid,Automatic,181413,5,6671
Chevrolet,Equinox,2004,2.1,Petrol,Automatic,276270,4,3374
Hyundai,Sonata,2005,1.1,Electric,Manual,56102,4,7577
Ford,Focus,2014,4.1,Diesel,Semi-Automatic,118008,4,10039
Ford,Explorer,2018,3.0,Diesel,Semi-Automatic,179286,2,8914
Toyota,Corolla,2003,4.1,Electric,Automatic,37998,2,11840
Ford,Focus,2019,4.1,Petrol,Manual,62510,3,12649
Honda,Accord,2001,4.5,Petrol,Manual,200929,3,4881
Ford,Fiesta,2004,4.7,Petrol,Manual,280801,1,4383
Toyota,Camry,2018,2.2,Electric,Automatic,139324,3,12413
Mercedes,E-Class,2010,2.0,Electric,Automatic,74692,2,11106
BMW,3 Series,2023,4.1,Diesel,Manual,183134,1,11437
Volkswagen,Passat,2014,4.2,Hybrid,Automatic,183204,2,11335
Hyundai,Elantra,2006,3.5,Hybrid,Manual,280007,4,4799
Honda,CR-V,2015,2.5,Electric,Manual,282904,3,7441
Honda,Civic,2023,1.9,Diesel,Semi-Automatic,93072,1,11038
BMW,3 Series,2014,3.8,Petrol,Manual,190083,3,8298
Audi,A3,2013,4.9,Petrol,Manual,41433,4,12071
Kia,Sportage,2019,3.8,Diesel,Manual,93843,2,11723
Toyota,RAV4,2012,2.0,Hybrid,Manual,134976,5,8000
Chevrolet,Equinox,2013,2.5,Petrol,Manual,213979,2,6220
Volkswagen,Golf,2001,1.5,Petrol,Manual,52251,1,4854
Toyota,Corolla,2008,2.4,Diesel,Manual,180379,4,5292
Kia,Rio,2018,1.0,Hybrid,Semi-Automatic,80532,1,9889
Mercedes,C-Class,2005,3.2,Hybrid,Semi-Automatic,124627,1,7307
Volkswagen,Passat,2004,3.1,Electric,Automatic,10661,5,11686
Mercedes,GLA,2001,1.0,Electric,Manual,249485,4,2410
Toyota,RAV4,2014,4.0,Diesel,Semi-Automatic,164064,3,9018
Honda,Accord,2010,3.5,Hybrid,Manual,55658,5,10486
Hyundai,Elantra,2011,3.8,Diesel,Automatic,161294,1,9474
Mercedes,C-Class,2020,4.1,Petrol,Manual,84199,4,12516
Ford,Focus,2022,4.1,Diesel,Semi-Automatic,256377,5,9672
Hyundai,Elantra,2022,1.6,Electric,Automatic,107471,4,13650
BMW,5 Series,2020,4.4,Diesel,Automatic,238626,3,11227
Hyundai,Sonata,2000,1.2,Diesel,Semi-Automatic,175829,3,2000
Chevrolet,Malibu,2000,3.1,Petrol,Automatic,171262,5,5274
Volkswagen,Passat,2001,1.8,Electric,Manual,3626,4,8127
Chevrolet,Equinox,2012,4.5,Diesel,Manual,32125,4,11557
Hyundai,Tucson,2007,2.0,Electric,Automatic,177667,2,8146
Volkswagen,Tiguan,2009,4.8,Electric,Manual,134289,1,10914
Chevrolet,Impala,2020,1.6,Electric,Semi-Automatic,104932,1,11601
BMW,X5,2007,2.1,Electric,Automatic,215602,2,7487
Volkswagen,Passat,2016,4.4,Hybrid,Semi-Automatic,234156,2,9616
Toyota,Corolla,2016,3.1,Electric,Semi-Automatic,140620,4,11187
Mercedes,GLA,2007,1.4,Electric,Manual,47554,1,8648
Mercedes,C-Class,2016,1.5,Diesel,Semi-Automatic,78352,2,8832
Toyota,Corolla,2002,2.0,Diesel,Automatic,139358,3,5412
Toyota,Camry,2015,4.3,Electric,Manual,59772,5,13704
Audi,Q5,2017,1.8,Hybrid,Semi-Automatic,3893,3,11922
Kia,Rio,2001,1.3,Hybrid,Automatic,89989,2,6400
Mercedes,C-Class,2013,3.2,Petrol,Semi-Automatic,94054,4,9318
Ford,Explorer,2015,3.0,Diesel,Semi-Automatic,296953,5,5660
Ford,Focus,2010,2.5,Hybrid,Semi-Automatic,268750,4,5225
Chevrolet,Equinox,2011,4.3,Hybrid,Semi-Automatic,59482,4,11510
Honda,CR-V,2005,3.7,Hybrid,Manual,120799,2,7884
Honda,Accord,2013,1.2,Petrol,Semi-Automatic,62406,2,7951
Honda,Accord,2005,4.5,Diesel,Semi-Automatic,113103,5,7837
Mercedes,E-Class,2000,3.0,Hybrid,Semi-Automatic,83334,2,6433
BMW,5 Series,2008,2.4,Electric,Semi-Automatic,70871,4,9482
Honda,CR-V,2003,2.3,Petrol,Manual,26129,2,6777
Hyundai,Tucson,2016,4.3,Petrol,Automatic,102569,5,12648
Honda,Civic,2013,2.6,Petrol,Semi-Automatic,244401,2,5711
Ford,Explorer,2006,4.3,Petrol,Semi-Automatic,105635,4,8087
BMW,3 Series,2021,2.7,Electric,Manual,169493,2,11710
Hyundai,Elantra,2023,1.3,Petrol,Automatic,274924,4,8301
Honda,Accord,2023,1.9,Hybrid,Semi-Automatic,247050,5,8959
Toyota,RAV4,2005,3.7,Hybrid,Manual,39194,2,9516
Ford,Fiesta,2005,4.9,Petrol,Automatic,296548,5,6069
Honda,Civic,2011,4.0,Hybrid,Automatic,136864,1,11162
Honda,CR-V,2020,2.4,Electric,Manual,275082,5,8998
Mercedes,E-Class,2015,3.5,Diesel,Automatic,59502,5,12409
BMW,5 Series,2018,2.9,Hybrid,Manual,220490,3,8990
Hyundai,Tucson,2012,2.8,Diesel,Manual,269946,3,5101
BMW,5 Series,2007,2.1,Hybrid,Automatic,169134,5,7417
Mercedes,E-Class,2022,2.7,Diesel,Semi-Automatic,111485,1,11170
Ford,Focus,2017,4.2,Electric,Manual,160087,2,12198
Honda,CR-V,2000,3.5,Electric,Semi-Automatic,110492,4,7390
Toyota,Camry,2012,4.2,Petrol,Semi-Automatic,212641,3,7647
Hyundai,Elantra,2023,3.8,Petrol,Semi-Automatic,87632,3,13047
Hyundai,Elantra,2011,4.9,Hybrid,Manual,292740,3,7445
Volkswagen,Tiguan,2002,3.7,Petrol,Manual,273994,4,2920
Kia,Optima,2003,1.2,Petrol,Manual,79956,1,4600
Kia,Optima,2004,4.6,Petrol,Automatic,285734,4,5685
Hyundai,Sonata,2010,1.2,Petrol,Manual,248898,3,3322
Ford,Focus,2003,4.9,Diesel,Semi-Automatic,76963,4,8360
BMW,3 Series,2002,1.9,Electric,Automatic,121009,4,7679
Mercedes,GLA,2011,4.4,Electric,Automatic,134825,5,12603
Volkswagen,Tiguan,2004,1.5,Electric,Manual,262785,1,3544
Kia,Rio,2017,2.9,Electric,Semi-Automatic,197247,4,10155
Kia,Optima,2001,3.2,Diesel,Automatic,10989,3,8880
Honda,Civic,2023,2.5,Petrol,Semi-Automatic,5654,1,13386
Mercedes,GLA,2021,3.9,Electric,Automatic,129980,3,15200
Chevrolet,Impala,2000,3.3,Hybrid,Semi-Automatic,144876,2,5502
BMW,X5,2004,2.8,Hybrid,Automatic,37950,1,9841
Chevrolet,Impala,2012,2.9,Diesel,Semi-Automatic,263638,3,5327
Kia,Optima,2002,4.3,Petrol,Automatic,269533,1,5109
Toyota,Corolla,2013,4.6,Hybrid,Semi-Automatic,66042,5,12279
Audi,Q5,2014,2.9,Diesel,Automatic,287949,3,6941
Volkswagen,Passat,2018,2.9,Electric,Semi-Automatic,41037,1,13579
Toyota,Corolla,2021,1.4,Electric,Automatic,92636,4,13447
Kia,Optima,2006,1.0,Diesel,Manual,199849,4,2903
Audi,A3,2007,1.7,Diesel,Manual,214516,2,3609
Chevrolet,Malibu,2001,4.4,Hybrid,Semi-Automatic,115090,3,7498
Honda,Accord,2013,1.5,Petrol,Automatic,260162,1,5796
Hyundai,Sonata,2023,2.8,Hybrid,Manual,135313,1,12093
Ford,Focus,2011,4.0,Electric,Semi-Automatic,34117,1,12717
BMW,5 Series,2011,1.2,Diesel,Manual,12658,1,8346
Chevrolet,Malibu,2013,1.2,Diesel,Automatic,242279,2,5854
Kia,Sportage,2008,4.6,Diesel,Automatic,114536,4,10309
Kia,Optima,2010,1.4,Hybrid,Manual,46391,1,8572
Toyota,RAV4,2015,2.0,Diesel,Semi-Automatic,248566,3,5628
Volkswagen,Passat,2022,1.6,Diesel,Manual,181412,1,8671
Mercedes,E-Class,2013,4.7,Hybrid,Semi-Automatic,49867,1,12702
Chevrolet,Impala,2022,2.1,Electric,Semi-Automatic,84163,3,13116
Honda,Civic,2015,3.8,Electric,Manual,9028,4,14219
Chevrolet,Impala,2017,3.1,Diesel,Semi-Automatic,224837,4,7803
Volkswagen,Tiguan,2022,1.7,Electric,Automatic,272741,2,10445
Honda,Civic,2022,2.1,Petrol,Manual,11243,4,12575
Volkswagen,Golf,2021,3.4,Electric,Automatic,229040,4,12719
Hyundai,Tucson,2019,1.5,Petrol,Semi-Automatic,40614,4,10487
Chevrolet,Equinox,2006,4.5,Electric,Automatic,220900,4,9482
Honda,Civic,2014,1.2,Petrol,Automatic,276121,3,5477
Ford,Explorer,2023,3.7,Diesel,Automatic,237277,5,11454
Volkswagen,Tiguan,2015,4.2,Petrol,Manual,71375,3,11372
Ford,Fiesta,2021,4.1,Hybrid,Semi-Automatic,246412,1,10571
Honda,Civic,2018,1.5,Hybrid,Manual,181290,5,8374
BMW,3 Series,2002,4.3,Petrol,Semi-Automatic,40940,3,8181
Hyundai,Sonata,2014,4.2,Diesel,Automatic,43329,1,13133
Ford,Focus,2014,2.5,Petrol,Automatic,293743,3,6425
Chevrolet,Equinox,2003,4.1,Hybrid,Manual,82053,1,8458
Ford,Fiesta,2013,2.2,Petrol,Manual,257294,2,5054
Chevrolet,Impala,2013,3.7,Diesel,Automatic,150034,2,10199
Volkswagen,Golf,2017,1.3,Electric,Manual,191037,5,8679
Volkswagen,Golf,2013,1.8,Electric,Semi-Automatic,280142,3,6197
Audi,A3,2009,4.0,Diesel,Manual,106254,1,8674
Honda,CR-V,2001,4.6,Hybrid,Manual,81932,4,8361
Ford,Focus,2015,3.1,Petrol,Manual,285634,5,5987
Chevrolet,Equinox,2014,4.1,Petrol,Manual,136674,4,9666
Kia,Optima,2003,4.4,Hybrid,Automatic,132647,3,9247
Toyota,Camry,2001,1.7,Petrol,Semi-Automatic,191025,2,2279
Mercedes,E-Class,2018,3.1,Diesel,Manual,173148,5,9137
BMW,5 Series,2014,4.0,Hybrid,Semi-Automatic,179279,3,9714
Kia,Rio,2013,4.0,Electric,Manual,254181,4,8916
Honda,CR-V,2011,1.9,Diesel,Manual,61122,1,8077
BMW,5 Series,2006,4.5,Electric,Semi-Automatic,68346,2,11033
Volkswagen,Tiguan,2017,1.2,Petrol,Manual,255250,2,5295
Kia,Rio,2012,3.4,Hybrid,Manual,208348,4,7933
BMW,X5,2004,4.9,Hybrid,Automatic,209799,2,8504
Mercedes,C-Class,2023,1.1,Petrol,Automatic,69394,5,12212
Ford,Explorer,2004,3.9,Diesel,Semi-Automatic,57680,2,8046
Ford,Fiesta,2001,2.5,Diesel,Semi-Automatic,205117,3,2797
Mercedes,GLA,2005,4.3,Petrol,Manual,133571,2,7228
Toyota,Camry,2002,3.2,Petrol,Semi-Automatic,268234,4,2535
Ford,Explorer,2006,4.5,Diesel,Automatic,299643,2,5907
Ford,Focus,2001,1.8,Petrol,Semi-Automatic,239923,1,2000
Chevrolet,Malibu,2009,2.6,Hybrid,Semi-Automatic,196829,4,6463
Volkswagen,Golf,2003,1.8,Diesel,Automatic,178676,5,4726
Toyota,Camry,2019,2.6,Electric,Manual,273610,4,8927
Toyota,Camry,2003,4.9,Electric,Semi-Automatic,156648,1,8767
Hyundai,Sonata,2005,3.7,Hybrid,Manual,163285,2,7034
Volkswagen,Passat,2011,2.1,Electric,Semi-Automatic,89522,4,9709
Chevrolet,Equinox,2021,3.9,Hybrid,Automatic,108581,1,14628
Hyundai,Elantra,2003,4.7,Diesel,Automatic,283694,4,5526
Hyundai,Sonata,2018,3.1,Electric,Semi-Automatic,119323,3,12213
BMW,X5,2002,3.5,Hybrid,Manual,155339,4,6093
Volkswagen,Golf,2003,1.2,Diesel,Manual,137349,1,3453
Mercedes,E-Class,2014,2.1,Hybrid,Manual,24380,1,10912
Kia,Rio,2020,3.0,Electric,Automatic,217080,2,12258
BMW,3 Series,2016,3.9,Electric,Automatic,85557,2,14588
Hyundai,Tucson,2017,1.3,Hybrid,Semi-Automatic,269629,5,6107
Volkswagen,Golf,2006,1.8,Electric,Automatic,145181,5,8296
BMW,5 Series,2023,3.3,Hybrid,Semi-Automatic,90330,1,13493
Volkswagen,Golf,2002,3.6,Petrol,Manual,256231,4,3175
BMW,X5,2006,3.7,Electric,Manual,13890,2,11322
